date,location,new_cases,new_deaths,total_cases,total_deaths
3/12/20,Cyprus,4,0,6,0
3/14/20,Cyprus,8,0,14,0
3/15/20,Cyprus,7,0,21,0
3/16/20,Cyprus,9,0,30,0
3/17/20,Cyprus,10,0,40,0
3/18/20,Cyprus,0,0,40,0
3/19/20,Cyprus,18,0,58,0
3/20/20,Cyprus,0,0,58,0
3/21/20,Cyprus,9,0,67,0
3/22/20,Cyprus,17,0,84,0
3/23/20,Cyprus,11,0,95,0
3/24/20,Cyprus,21,0,116,0
3/25/20,Cyprus,8,3,124,3
12/31/19,Czech Republic,0,0,0,0
1/1/20,Czech Republic,0,0,0,0
1/2/20,Czech Republic,0,0,0,0
1/3/20,Czech Republic,0,0,0,0
1/4/20,Czech Republic,0,0,0,0
1/5/20,Czech Republic,0,0,0,0
1/6/20,Czech Republic,0,0,0,0
1/7/20,Czech Republic,0,0,0,0
1/8/20,Czech Republic,0,0,0,0
1/9/20,Czech Republic,0,0,0,0
1/10/20,Czech Republic,0,0,0,0
1/11/20,Czech Republic,0,0,0,0
1/12/20,Czech Republic,0,0,0,0
1/13/20,Czech Republic,0,0,0,0
1/14/20,Czech Republic,0,0,0,0
1/15/20,Czech Republic,0,0,0,0
1/16/20,Czech Republic,0,0,0,0
1/17/20,Czech Republic,0,0,0,0
1/18/20,Czech Republic,0,0,0,0
1/19/20,Czech Republic,0,0,0,0
1/20/20,Czech Republic,0,0,0,0
1/21/20,Czech Republic,0,0,0,0
1/22/20,Czech Republic,0,0,0,0
1/23/20,Czech Republic,0,0,0,0
1/24/20,Czech Republic,0,0,0,0
1/25/20,Czech Republic,0,0,0,0
1/26/20,Czech Republic,0,0,0,0
1/27/20,Czech Republic,0,0,0,0
1/28/20,Czech Republic,0,0,0,0
1/29/20,Czech Republic,0,0,0,0
1/30/20,Czech Republic,0,0,0,0
1/31/20,Czech Republic,0,0,0,0
2/1/20,Czech Republic,0,0,0,0
2/2/20,Czech Republic,0,0,0,0
2/3/20,Czech Republic,0,0,0,0
2/4/20,Czech Republic,0,0,0,0
2/5/20,Czech Republic,0,0,0,0
2/6/20,Czech Republic,0,0,0,0
2/7/20,Czech Republic,0,0,0,0
2/8/20,Czech Republic,0,0,0,0
2/9/20,Czech Republic,0,0,0,0
2/10/20,Czech Republic,0,0,0,0
2/11/20,Czech Republic,0,0,0,0
2/12/20,Czech Republic,0,0,0,0
2/13/20,Czech Republic,0,0,0,0
2/14/20,Czech Republic,0,0,0,0
2/15/20,Czech Republic,0,0,0,0
2/16/20,Czech Republic,0,0,0,0
2/17/20,Czech Republic,0,0,0,0
2/18/20,Czech Republic,0,0,0,0
2/19/20,Czech Republic,0,0,0,0
2/20/20,Czech Republic,0,0,0,0
2/21/20,Czech Republic,0,0,0,0
2/22/20,Czech Republic,0,0,0,0
2/23/20,Czech Republic,0,0,0,0
2/24/20,Czech Republic,0,0,0,0
2/25/20,Czech Republic,0,0,0,0
2/26/20,Czech Republic,0,0,0,0
2/27/20,Czech Republic,0,0,0,0
2/28/20,Czech Republic,0,0,0,0
2/29/20,Czech Republic,0,0,0,0
3/1/20,Czech Republic,0,0,0,0
3/2/20,Czech Republic,3,0,3,0
3/3/20,Czech Republic,2,0,5,0
3/4/20,Czech Republic,0,0,5,0
3/5/20,Czech Republic,3,0,8,0
3/6/20,Czech Republic,4,0,12,0
3/7/20,Czech Republic,7,0,19,0
3/8/20,Czech Republic,7,0,26,0
3/9/20,Czech Republic,6,0,32,0
3/10/20,Czech Republic,8,0,40,0
3/11/20,Czech Republic,23,0,63,0
3/12/20,Czech Republic,31,0,94,0
3/13/20,Czech Republic,22,0,116,0
3/14/20,Czech Republic,34,0,150,0
3/15/20,Czech Republic,64,0,214,0
3/16/20,Czech Republic,84,0,298,0
3/17/20,Czech Republic,46,0,344,0
3/18/20,Czech Republic,90,0,434,0
3/19/20,Czech Republic,88,0,522,0
3/20/20,Czech Republic,172,0,694,0
3/21/20,Czech Republic,210,0,904,0
3/22/20,Czech Republic,91,0,995,0
3/23/20,Czech Republic,170,1,1165,1
3/24/20,Czech Republic,71,0,1236,1
3/25/20,Czech Republic,158,2,1394,3
3/11/20,Democratic Republic of Congo,1,0,1,0
3/14/20,Democratic Republic of Congo,1,0,2,0
3/15/20,Democratic Republic of Congo,0,0,2,0
3/16/20,Democratic Republic of Congo,0,0,2,0
3/17/20,Democratic Republic of Congo,1,0,3,0
3/18/20,Democratic Republic of Congo,0,0,3,0
3/19/20,Democratic Republic of Congo,11,0,14,0
3/20/20,Democratic Republic of Congo,0,0,14,0
3/21/20,Democratic Republic of Congo,0,0,14,0
3/22/20,Democratic Republic of Congo,9,1,23,1
3/23/20,Democratic Republic of Congo,3,1,26,2
3/24/20,Democratic Republic of Congo,0,0,26,2
3/25/20,Democratic Republic of Congo,19,1,45,3
12/31/19,Denmark,0,0,0,0
1/1/20,Denmark,0,0,0,0
1/2/20,Denmark,0,0,0,0
1/3/20,Denmark,0,0,0,0
1/4/20,Denmark,0,0,0,0
1/5/20,Denmark,0,0,0,0
1/6/20,Denmark,0,0,0,0
1/7/20,Denmark,0,0,0,0
1/8/20,Denmark,0,0,0,0
1/9/20,Denmark,0,0,0,0
1/10/20,Denmark,0,0,0,0
1/11/20,Denmark,0,0,0,0
1/12/20,Denmark,0,0,0,0
1/13/20,Denmark,0,0,0,0
1/14/20,Denmark,0,0,0,0
1/15/20,Denmark,0,0,0,0
1/16/20,Denmark,0,0,0,0
1/17/20,Denmark,0,0,0,0
1/18/20,Denmark,0,0,0,0
1/19/20,Denmark,0,0,0,0
1/20/20,Denmark,0,0,0,0
1/21/20,Denmark,0,0,0,0
1/22/20,Denmark,0,0,0,0
1/23/20,Denmark,0,0,0,0
1/24/20,Denmark,0,0,0,0
1/25/20,Denmark,0,0,0,0
1/26/20,Denmark,0,0,0,0
1/27/20,Denmark,0,0,0,0
1/28/20,Denmark,0,0,0,0
1/29/20,Denmark,0,0,0,0
1/30/20,Denmark,0,0,0,0
1/31/20,Denmark,0,0,0,0
2/1/20,Denmark,0,0,0,0
2/2/20,Denmark,0,0,0,0
2/3/20,Denmark,0,0,0,0
2/4/20,Denmark,0,0,0,0
2/5/20,Denmark,0,0,0,0
2/6/20,Denmark,0,0,0,0
2/7/20,Denmark,0,0,0,0
2/8/20,Denmark,0,0,0,0
2/9/20,Denmark,0,0,0,0
2/10/20,Denmark,0,0,0,0
2/11/20,Denmark,0,0,0,0
2/12/20,Denmark,0,0,0,0
2/13/20,Denmark,0,0,0,0
2/14/20,Denmark,0,0,0,0
2/15/20,Denmark,0,0,0,0
2/16/20,Denmark,0,0,0,0
2/17/20,Denmark,0,0,0,0
2/18/20,Denmark,0,0,0,0
2/19/20,Denmark,0,0,0,0
2/20/20,Denmark,0,0,0,0
2/21/20,Denmark,0,0,0,0
2/22/20,Denmark,0,0,0,0
2/23/20,Denmark,0,0,0,0
2/24/20,Denmark,0,0,0,0
2/25/20,Denmark,0,0,0,0
2/26/20,Denmark,0,0,0,0
2/27/20,Denmark,1,0,1,0
2/28/20,Denmark,0,0,1,0
2/29/20,Denmark,1,0,2,0
3/1/20,Denmark,1,0,3,0
3/2/20,Denmark,1,0,4,0
3/3/20,Denmark,1,0,5,0
3/4/20,Denmark,3,0,8,0
3/5/20,Denmark,2,0,10,0
3/6/20,Denmark,10,0,20,0
3/7/20,Denmark,3,0,23,0
3/8/20,Denmark,8,0,31,0
3/9/20,Denmark,7,0,38,0
3/10/20,Denmark,75,0,113,0
3/11/20,Denmark,151,0,264,0
3/12/20,Denmark,252,0,516,0
3/13/20,Denmark,160,0,676,0
3/14/20,Denmark,128,0,804,0
3/15/20,Denmark,23,0,827,0
3/16/20,Denmark,48,1,875,1
3/17/20,Denmark,57,0,932,1
3/18/20,Denmark,92,3,1024,4
3/19/20,Denmark,91,0,1115,4
3/20/20,Denmark,36,2,1151,6
3/21/20,Denmark,104,3,1255,9
3/22/20,Denmark,71,4,1326,13
3/23/20,Denmark,69,0,1395,13
3/24/20,Denmark,65,11,1460,24
3/25/20,Denmark,131,8,1591,32
3/19/20,Djibouti,1,0,1,0
3/20/20,Djibouti,0,0,1,0
3/21/20,Djibouti,0,0,1,0
3/22/20,Djibouti,0,0,1,0
3/23/20,Djibouti,0,0,1,0
3/24/20,Djibouti,2,0,3,0
3/25/20,Djibouti,0,0,3,0
3/23/20,Dominica,1,0,1,0
3/24/20,Dominica,0,0,1,0
3/25/20,Dominica,1,0,2,0
12/31/19,Dominican Republic,0,0,0,0
1/1/20,Dominican Republic,0,0,0,0
1/2/20,Dominican Republic,0,0,0,0
1/3/20,Dominican Republic,0,0,0,0
1/4/20,Dominican Republic,0,0,0,0
1/5/20,Dominican Republic,0,0,0,0
1/6/20,Dominican Republic,0,0,0,0
1/7/20,Dominican Republic,0,0,0,0
1/8/20,Dominican Republic,0,0,0,0
1/9/20,Dominican Republic,0,0,0,0
1/10/20,Dominican Republic,0,0,0,0
1/11/20,Dominican Republic,0,0,0,0
1/12/20,Dominican Republic,0,0,0,0
1/13/20,Dominican Republic,0,0,0,0
1/14/20,Dominican Republic,0,0,0,0
1/15/20,Dominican Republic,0,0,0,0
1/16/20,Dominican Republic,0,0,0,0
1/17/20,Dominican Republic,0,0,0,0
1/18/20,Dominican Republic,0,0,0,0
1/19/20,Dominican Republic,0,0,0,0
1/20/20,Dominican Republic,0,0,0,0
1/21/20,Dominican Republic,0,0,0,0
1/22/20,Dominican Republic,0,0,0,0
1/23/20,Dominican Republic,0,0,0,0
1/24/20,Dominican Republic,0,0,0,0
1/25/20,Dominican Republic,0,0,0,0
1/26/20,Dominican Republic,0,0,0,0
1/27/20,Dominican Republic,0,0,0,0
1/28/20,Dominican Republic,0,0,0,0
1/29/20,Dominican Republic,0,0,0,0
1/30/20,Dominican Republic,0,0,0,0
1/31/20,Dominican Republic,0,0,0,0
2/1/20,Dominican Republic,0,0,0,0
2/2/20,Dominican Republic,0,0,0,0
2/3/20,Dominican Republic,0,0,0,0
2/4/20,Dominican Republic,0,0,0,0
2/5/20,Dominican Republic,0,0,0,0
2/6/20,Dominican Republic,0,0,0,0
2/7/20,Dominican Republic,0,0,0,0
2/8/20,Dominican Republic,0,0,0,0
2/9/20,Dominican Republic,0,0,0,0
2/10/20,Dominican Republic,0,0,0,0
2/11/20,Dominican Republic,0,0,0,0
2/12/20,Dominican Republic,0,0,0,0
2/13/20,Dominican Republic,0,0,0,0
2/14/20,Dominican Republic,0,0,0,0
2/15/20,Dominican Republic,0,0,0,0
2/16/20,Dominican Republic,0,0,0,0
2/17/20,Dominican Republic,0,0,0,0
2/18/20,Dominican Republic,0,0,0,0
2/19/20,Dominican Republic,0,0,0,0
2/20/20,Dominican Republic,0,0,0,0
2/21/20,Dominican Republic,0,0,0,0
2/22/20,Dominican Republic,0,0,0,0
2/23/20,Dominican Republic,0,0,0,0
2/24/20,Dominican Republic,0,0,0,0
2/25/20,Dominican Republic,0,0,0,0
2/26/20,Dominican Republic,0,0,0,0
2/27/20,Dominican Republic,0,0,0,0
2/28/20,Dominican Republic,0,0,0,0
2/29/20,Dominican Republic,0,0,0,0
3/1/20,Dominican Republic,0,0,0,0
3/2/20,Dominican Republic,1,0,1,0
3/7/20,Dominican Republic,1,0,2,0
3/10/20,Dominican Republic,3,0,5,0
3/14/20,Dominican Republic,6,0,11,0
3/15/20,Dominican Republic,0,0,11,0
3/16/20,Dominican Republic,0,0,11,0
3/17/20,Dominican Republic,0,0,11,0
3/18/20,Dominican Republic,0,0,11,0
3/19/20,Dominican Republic,10,0,21,0
3/20/20,Dominican Republic,0,0,21,0
3/21/20,Dominican Republic,13,2,34,2
3/22/20,Dominican Republic,78,1,112,3
3/23/20,Dominican Republic,90,0,202,3
3/24/20,Dominican Republic,43,0,245,3
3/25/20,Dominican Republic,67,3,312,6
12/31/19,Ecuador,0,0,0,0
1/1/20,Ecuador,0,0,0,0
1/2/20,Ecuador,0,0,0,0
1/3/20,Ecuador,0,0,0,0
1/4/20,Ecuador,0,0,0,0
1/5/20,Ecuador,0,0,0,0
1/6/20,Ecuador,0,0,0,0
1/7/20,Ecuador,0,0,0,0
1/8/20,Ecuador,0,0,0,0
1/9/20,Ecuador,0,0,0,0
1/10/20,Ecuador,0,0,0,0
1/11/20,Ecuador,0,0,0,0
1/12/20,Ecuador,0,0,0,0
1/13/20,Ecuador,0,0,0,0
1/14/20,Ecuador,0,0,0,0
1/15/20,Ecuador,0,0,0,0
1/16/20,Ecuador,0,0,0,0
1/17/20,Ecuador,0,0,0,0
1/18/20,Ecuador,0,0,0,0
1/19/20,Ecuador,0,0,0,0
1/20/20,Ecuador,0,0,0,0
1/21/20,Ecuador,0,0,0,0
1/22/20,Ecuador,0,0,0,0
1/23/20,Ecuador,0,0,0,0
1/24/20,Ecuador,0,0,0,0
1/25/20,Ecuador,0,0,0,0
1/26/20,Ecuador,0,0,0,0
1/27/20,Ecuador,0,0,0,0
1/28/20,Ecuador,0,0,0,0
1/29/20,Ecuador,0,0,0,0
1/30/20,Ecuador,0,0,0,0
1/31/20,Ecuador,0,0,0,0
2/1/20,Ecuador,0,0,0,0
2/2/20,Ecuador,0,0,0,0
2/3/20,Ecuador,0,0,0,0
2/4/20,Ecuador,0,0,0,0
2/5/20,Ecuador,0,0,0,0
2/6/20,Ecuador,0,0,0,0
2/7/20,Ecuador,0,0,0,0
2/8/20,Ecuador,0,0,0,0
2/9/20,Ecuador,0,0,0,0
2/10/20,Ecuador,0,0,0,0
2/11/20,Ecuador,0,0,0,0
2/12/20,Ecuador,0,0,0,0
2/13/20,Ecuador,0,0,0,0
2/14/20,Ecuador,0,0,0,0
2/15/20,Ecuador,0,0,0,0
2/16/20,Ecuador,0,0,0,0
2/17/20,Ecuador,0,0,0,0
2/18/20,Ecuador,0,0,0,0
2/19/20,Ecuador,0,0,0,0
2/20/20,Ecuador,0,0,0,0
2/21/20,Ecuador,0,0,0,0
2/22/20,Ecuador,0,0,0,0
2/23/20,Ecuador,0,0,0,0
2/24/20,Ecuador,0,0,0,0
2/25/20,Ecuador,0,0,0,0
2/26/20,Ecuador,0,0,0,0
2/27/20,Ecuador,0,0,0,0
2/28/20,Ecuador,0,0,0,0
2/29/20,Ecuador,0,0,0,0
3/1/20,Ecuador,1,0,1,0
3/2/20,Ecuador,5,0,6,0
3/3/20,Ecuador,1,0,7,0
3/5/20,Ecuador,3,0,10,0
3/6/20,Ecuador,3,0,13,0
3/9/20,Ecuador,1,0,14,0
3/10/20,Ecuador,1,0,15,0
3/11/20,Ecuador,2,0,17,0
3/14/20,Ecuador,6,1,23,1
3/15/20,Ecuador,5,1,28,2
3/16/20,Ecuador,9,0,37,2
3/17/20,Ecuador,21,0,58,2
3/18/20,Ecuador,53,0,111,2
3/19/20,Ecuador,57,1,168,3
3/20/20,Ecuador,31,0,199,3
3/21/20,Ecuador,227,4,426,7
3/22/20,Ecuador,106,0,532,7
3/23/20,Ecuador,257,7,789,14
3/24/20,Ecuador,192,4,981,18
3/25/20,Ecuador,101,9,1082,27
12/31/19,Egypt,0,0,0,0
1/1/20,Egypt,0,0,0,0
1/2/20,Egypt,0,0,0,0
1/3/20,Egypt,0,0,0,0
1/4/20,Egypt,0,0,0,0
1/5/20,Egypt,0,0,0,0
1/6/20,Egypt,0,0,0,0
1/7/20,Egypt,0,0,0,0
1/8/20,Egypt,0,0,0,0
1/9/20,Egypt,0,0,0,0
1/10/20,Egypt,0,0,0,0
1/11/20,Egypt,0,0,0,0
1/12/20,Egypt,0,0,0,0
1/13/20,Egypt,0,0,0,0
1/14/20,Egypt,0,0,0,0
1/15/20,Egypt,0,0,0,0
1/16/20,Egypt,0,0,0,0
1/17/20,Egypt,0,0,0,0
1/18/20,Egypt,0,0,0,0
1/19/20,Egypt,0,0,0,0
1/20/20,Egypt,0,0,0,0
1/21/20,Egypt,0,0,0,0
1/22/20,Egypt,0,0,0,0
1/23/20,Egypt,0,0,0,0
1/24/20,Egypt,0,0,0,0
1/25/20,Egypt,0,0,0,0
1/26/20,Egypt,0,0,0,0
1/27/20,Egypt,0,0,0,0
1/28/20,Egypt,0,0,0,0
1/29/20,Egypt,0,0,0,0
1/30/20,Egypt,0,0,0,0
1/31/20,Egypt,0,0,0,0
2/1/20,Egypt,0,0,0,0
2/2/20,Egypt,0,0,0,0
2/3/20,Egypt,0,0,0,0
2/4/20,Egypt,0,0,0,0
2/5/20,Egypt,0,0,0,0
2/6/20,Egypt,0,0,0,0
2/7/20,Egypt,0,0,0,0
2/8/20,Egypt,0,0,0,0
2/9/20,Egypt,0,0,0,0
2/10/20,Egypt,0,0,0,0
2/11/20,Egypt,0,0,0,0
2/12/20,Egypt,0,0,0,0
2/13/20,Egypt,0,0,0,0
2/14/20,Egypt,0,0,0,0
2/15/20,Egypt,1,0,1,0
2/16/20,Egypt,0,0,1,0
2/17/20,Egypt,0,0,1,0
2/18/20,Egypt,0,0,1,0
2/19/20,Egypt,0,0,1,0
2/20/20,Egypt,0,0,1,0
2/21/20,Egypt,0,0,1,0
2/22/20,Egypt,0,0,1,0
2/23/20,Egypt,0,0,1,0
2/24/20,Egypt,0,0,1,0
2/25/20,Egypt,0,0,1,0
2/26/20,Egypt,0,0,1,0
2/27/20,Egypt,0,0,1,0
2/28/20,Egypt,0,0,1,0
2/29/20,Egypt,0,0,1,0
3/1/20,Egypt,0,0,1,0
3/2/20,Egypt,1,0,2,0
3/6/20,Egypt,1,0,3,0
3/7/20,Egypt,12,0,15,0
3/9/20,Egypt,34,1,49,1
3/10/20,Egypt,6,0,55,1
3/11/20,Egypt,4,0,59,1
3/12/20,Egypt,1,0,60,1
3/13/20,Egypt,20,1,80,2
3/14/20,Egypt,13,0,93,2
3/15/20,Egypt,0,0,93,2
3/16/20,Egypt,17,0,110,2
3/17/20,Egypt,16,0,126,2
3/18/20,Egypt,40,2,166,4
3/19/20,Egypt,30,2,196,6
3/20/20,Egypt,14,0,210,6
3/21/20,Egypt,46,1,256,7
3/22/20,Egypt,29,1,285,8
3/23/20,Egypt,9,2,294,10
3/24/20,Egypt,33,4,327,14
3/25/20,Egypt,39,5,366,19
3/19/20,El Salvador,1,0,1,0
3/20/20,El Salvador,0,0,1,0
3/21/20,El Salvador,2,0,3,0
3/22/20,El Salvador,0,0,3,0
3/23/20,El Salvador,0,0,3,0
3/24/20,El Salvador,2,0,5,0
3/25/20,El Salvador,4,0,9,0
3/15/20,Equatorial Guinea,1,0,1,0
3/16/20,Equatorial Guinea,0,0,1,0
3/17/20,Equatorial Guinea,0,0,1,0
3/18/20,Equatorial Guinea,0,0,1,0
3/19/20,Equatorial Guinea,2,0,3,0
3/20/20,Equatorial Guinea,1,0,4,0
3/21/20,Equatorial Guinea,0,0,4,0
3/22/20,Equatorial Guinea,2,0,6,0
3/23/20,Equatorial Guinea,0,0,6,0
3/24/20,Equatorial Guinea,3,0,9,0
3/25/20,Equatorial Guinea,0,0,9,0
3/22/20,Eritrea,1,0,1,0
3/23/20,Eritrea,0,0,1,0
3/24/20,Eritrea,0,0,1,0
3/25/20,Eritrea,0,0,1,0
12/31/19,Estonia,0,0,0,0
1/1/20,Estonia,0,0,0,0
1/2/20,Estonia,0,0,0,0
1/3/20,Estonia,0,0,0,0
1/4/20,Estonia,0,0,0,0
1/5/20,Estonia,0,0,0,0
1/6/20,Estonia,0,0,0,0
1/7/20,Estonia,0,0,0,0
1/8/20,Estonia,0,0,0,0
1/9/20,Estonia,0,0,0,0
1/10/20,Estonia,0,0,0,0
1/11/20,Estonia,0,0,0,0
1/12/20,Estonia,0,0,0,0
1/13/20,Estonia,0,0,0,0
1/14/20,Estonia,0,0,0,0
1/15/20,Estonia,0,0,0,0
1/16/20,Estonia,0,0,0,0
1/17/20,Estonia,0,0,0,0
1/18/20,Estonia,0,0,0,0
1/19/20,Estonia,0,0,0,0
1/20/20,Estonia,0,0,0,0
1/21/20,Estonia,0,0,0,0
1/22/20,Estonia,0,0,0,0
1/23/20,Estonia,0,0,0,0
1/24/20,Estonia,0,0,0,0
1/25/20,Estonia,0,0,0,0
1/26/20,Estonia,0,0,0,0
1/27/20,Estonia,0,0,0,0
1/28/20,Estonia,0,0,0,0
1/29/20,Estonia,0,0,0,0
1/30/20,Estonia,0,0,0,0
1/31/20,Estonia,0,0,0,0
2/1/20,Estonia,0,0,0,0
2/2/20,Estonia,0,0,0,0
2/3/20,Estonia,0,0,0,0
2/4/20,Estonia,0,0,0,0
2/5/20,Estonia,0,0,0,0
2/6/20,Estonia,0,0,0,0
2/7/20,Estonia,0,0,0,0
2/8/20,Estonia,0,0,0,0
2/9/20,Estonia,0,0,0,0
2/10/20,Estonia,0,0,0,0
2/11/20,Estonia,0,0,0,0
2/12/20,Estonia,0,0,0,0
2/13/20,Estonia,0,0,0,0
2/14/20,Estonia,0,0,0,0
2/15/20,Estonia,0,0,0,0
2/16/20,Estonia,0,0,0,0
2/17/20,Estonia,0,0,0,0
2/18/20,Estonia,0,0,0,0
2/19/20,Estonia,0,0,0,0
2/20/20,Estonia,0,0,0,0
2/21/20,Estonia,0,0,0,0
2/22/20,Estonia,0,0,0,0
2/23/20,Estonia,0,0,0,0
2/24/20,Estonia,0,0,0,0
2/25/20,Estonia,0,0,0,0
2/26/20,Estonia,0,0,0,0
2/27/20,Estonia,0,0,0,0
2/28/20,Estonia,1,0,1,0
2/29/20,Estonia,0,0,1,0
3/1/20,Estonia,0,0,1,0
3/2/20,Estonia,0,0,1,0
3/4/20,Estonia,1,0,2,0
3/6/20,Estonia,3,0,5,0
3/7/20,Estonia,5,0,10,0
3/11/20,Estonia,3,0,13,0
3/12/20,Estonia,3,0,16,0
3/13/20,Estonia,11,0,27,0
3/14/20,Estonia,52,0,79,0
3/15/20,Estonia,36,0,115,0
3/16/20,Estonia,56,0,171,0
3/17/20,Estonia,34,0,205,0
3/18/20,Estonia,20,0,225,0
3/19/20,Estonia,33,0,258,0
3/20/20,Estonia,9,0,267,0
3/21/20,Estonia,16,0,283,0
3/22/20,Estonia,23,0,306,0
3/23/20,Estonia,20,0,326,0
3/24/20,Estonia,26,0,352,0
3/25/20,Estonia,17,0,369,0
3/14/20,Ethiopia,1,0,1,0
3/15/20,Ethiopia,0,0,1,0
3/16/20,Ethiopia,3,0,4,0
3/17/20,Ethiopia,1,0,5,0
3/18/20,Ethiopia,0,0,5,0
3/19/20,Ethiopia,1,0,6,0
3/20/20,Ethiopia,1,0,7,0
3/21/20,Ethiopia,2,0,9,0
3/22/20,Ethiopia,0,0,9,0
3/23/20,Ethiopia,2,0,11,0
3/24/20,Ethiopia,0,0,11,0
3/25/20,Ethiopia,0,0,11,0
3/20/20,Faeroe Islands,72,0,72,0
3/21/20,Faeroe Islands,8,0,80,0
3/22/20,Faeroe Islands,12,0,92,0
3/23/20,Faeroe Islands,23,0,115,0
3/24/20,Faeroe Islands,3,0,118,0
3/25/20,Faeroe Islands,4,0,122,0
3/20/20,Fiji,1,0,1,0
3/21/20,Fiji,0,0,1,0
3/22/20,Fiji,1,0,2,0
3/23/20,Fiji,1,0,3,0
3/24/20,Fiji,1,0,4,0
3/25/20,Fiji,1,0,5,0
12/31/19,Finland,0,0,0,0
1/1/20,Finland,0,0,0,0
1/2/20,Finland,0,0,0,0
1/3/20,Finland,0,0,0,0
1/4/20,Finland,0,0,0,0
1/5/20,Finland,0,0,0,0
1/6/20,Finland,0,0,0,0
1/7/20,Finland,0,0,0,0
1/8/20,Finland,0,0,0,0
1/9/20,Finland,0,0,0,0
1/10/20,Finland,0,0,0,0
1/11/20,Finland,0,0,0,0
1/12/20,Finland,0,0,0,0
1/13/20,Finland,0,0,0,0
1/14/20,Finland,0,0,0,0
1/15/20,Finland,0,0,0,0
1/16/20,Finland,0,0,0,0
1/17/20,Finland,0,0,0,0
1/18/20,Finland,0,0,0,0
1/19/20,Finland,0,0,0,0
1/20/20,Finland,0,0,0,0
1/21/20,Finland,0,0,0,0
1/22/20,Finland,0,0,0,0
1/23/20,Finland,0,0,0,0
1/24/20,Finland,0,0,0,0
1/25/20,Finland,0,0,0,0
1/26/20,Finland,0,0,0,0
1/27/20,Finland,0,0,0,0
1/28/20,Finland,0,0,0,0
1/29/20,Finland,0,0,0,0
1/30/20,Finland,1,0,1,0
1/31/20,Finland,0,0,1,0
2/1/20,Finland,0,0,1,0
2/2/20,Finland,0,0,1,0
2/3/20,Finland,0,0,1,0
2/4/20,Finland,0,0,1,0
2/5/20,Finland,0,0,1,0
2/6/20,Finland,0,0,1,0
2/7/20,Finland,0,0,1,0
2/8/20,Finland,0,0,1,0
2/9/20,Finland,0,0,1,0
2/10/20,Finland,0,0,1,0
2/11/20,Finland,0,0,1,0
2/12/20,Finland,0,0,1,0
2/13/20,Finland,0,0,1,0
2/14/20,Finland,0,0,1,0
2/15/20,Finland,0,0,1,0
2/16/20,Finland,0,0,1,0
2/17/20,Finland,0,0,1,0
2/18/20,Finland,0,0,1,0
2/19/20,Finland,0,0,1,0
2/20/20,Finland,0,0,1,0
2/21/20,Finland,0,0,1,0
2/22/20,Finland,0,0,1,0
2/23/20,Finland,0,0,1,0
2/24/20,Finland,0,0,1,0
2/25/20,Finland,0,0,1,0
2/26/20,Finland,0,0,1,0
2/27/20,Finland,1,0,2,0
2/28/20,Finland,0,0,2,0
2/29/20,Finland,1,0,3,0
3/1/20,Finland,0,0,3,0
3/2/20,Finland,3,0,6,0
3/4/20,Finland,1,0,7,0
3/6/20,Finland,5,0,12,0
3/7/20,Finland,7,0,19,0
3/9/20,Finland,11,0,30,0
3/10/20,Finland,10,0,40,0
3/12/20,Finland,19,0,59,0
3/13/20,Finland,96,0,155,0
3/15/20,Finland,55,0,210,0
3/16/20,Finland,57,0,267,0
3/17/20,Finland,5,0,272,0
3/18/20,Finland,47,0,319,0
3/19/20,Finland,50,0,369,0
3/20/20,Finland,31,0,400,0
3/21/20,Finland,50,0,450,0
3/22/20,Finland,71,1,521,1
3/23/20,Finland,105,0,626,1
3/24/20,Finland,74,0,700,1
3/25/20,Finland,92,0,792,1
12/31/19,France,0,0,0,0
1/1/20,France,0,0,0,0
1/2/20,France,0,0,0,0
1/3/20,France,0,0,0,0
1/4/20,France,0,0,0,0
1/5/20,France,0,0,0,0
1/6/20,France,0,0,0,0
1/7/20,France,0,0,0,0
1/8/20,France,0,0,0,0
1/9/20,France,0,0,0,0
1/10/20,France,0,0,0,0
1/11/20,France,0,0,0,0
1/12/20,France,0,0,0,0
1/13/20,France,0,0,0,0
1/14/20,France,0,0,0,0
1/15/20,France,0,0,0,0
1/16/20,France,0,0,0,0
1/17/20,France,0,0,0,0
1/18/20,France,0,0,0,0
1/19/20,France,0,0,0,0
1/20/20,France,0,0,0,0
1/21/20,France,0,0,0,0
1/22/20,France,0,0,0,0
1/23/20,France,0,0,0,0
1/24/20,France,0,0,0,0
1/25/20,France,3,0,3,0
1/26/20,France,0,0,3,0
1/27/20,France,0,0,3,0
1/28/20,France,0,0,3,0
1/29/20,France,1,0,4,0
1/30/20,France,1,0,5,0
1/31/20,France,1,0,6,0
2/1/20,France,0,0,6,0
2/2/20,France,0,0,6,0
2/3/20,France,0,0,6,0
2/4/20,France,0,0,6,0
2/5/20,France,0,0,6,0
2/6/20,France,0,0,6,0
2/7/20,France,0,0,6,0
2/8/20,France,5,0,11,0
2/9/20,France,0,0,11,0
2/10/20,France,0,0,11,0
2/11/20,France,0,0,11,0
2/12/20,France,0,0,11,0
2/13/20,France,0,0,11,0
2/14/20,France,0,0,11,0
2/15/20,France,0,1,11,1
2/16/20,France,0,0,11,1
2/17/20,France,1,0,12,1
2/18/20,France,0,0,12,1
2/19/20,France,0,0,12,1
2/20/20,France,0,0,12,1
2/21/20,France,0,0,12,1
2/22/20,France,0,0,12,1
